INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
210025100,02/24/2020,15:30:00,BROOKLYN,84,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,989333,194229,40.699797262000061,-73.981669901999965
214432035,06/20/2020,20:41:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK HISPANIC,999481,226053,40.787134539000078,-73.944999677999988
213291457,05/20/2020,02:25:00,MANHATTAN,25,0,,true,25-44,M,BLACK,25-44,M,BLACK,1002329,231921,40.803235241000039,-73.934699265999939
212082674,04/16/2020,02:48:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,1000531,229408,40.796341237000036,-73.941199815999937
208671535,01/28/2020,14:30:00,QUEENS,105,0,,false,,,,<18,M,BLACK HISPANIC,1055989,206108,40.732112820000054,-73.741153075999989
212170021,04/19/2020,17:35:00,BRONX,49,0,,false,45-64,M,BLACK,25-44,M,BLACK,1021210,254202,40.864331297000035,-73.86637753399998
213050797,05/13/2020,20:24:00,BROOKLYN,67,0,,true,,,,25-44,M,BLACK,1005301,179713,40.659930565000025,-73.924127600999952
209640803,02/16/2020,15:30:00,BROOKLYN,67,0,,false,,,,25-44,M,BLACK,1004905,179376,40.659006507000072,-73.925555928999984
212026971,04/14/2020,23:59:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,984688,150503,40.579780195000069,-73.998424654999951
207868258,01/13/2020,16:36:00,BROOKLYN,72,0,,false,65+,M,WHITE HISPANIC,45-64,F,WHITE,980758,174140,40.644658223000079,-74.012584729999958
213050795,05/13/2020,19:05:00,MANHATTAN,32,0,,false,,,,45-64,M,BLACK,1000153,235084,40.811920986000075,-73.942551583999943
210591724,03/05/2020,10:48:00,MANHATTAN,33,0,,false,18-24,F,BLACK,25-44,M,BLACK,1001301,243896,40.836105283000052,-73.938382022999974
210591724,03/05/2020,10:48:00,MANHATTAN,33,0,,false,18-24,M,BLACK,25-44,M,BLACK,1001301,243896,40.836105283000052,-73.938382022999974
210591724,03/05/2020,10:48:00,MANHATTAN,33,0,,false,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1001301,243896,40.836105283000052,-73.938382022999974
210591724,03/05/2020,10:48:00,MANHATTAN,33,0,,false,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1001301,243896,40.836105283000052,-73.938382022999974
213748378,06/01/2020,17:50:00,BROOKLYN,76,2,MULTI DWELL - PUBLIC HOUS,true,25-44,M,BLACK,25-44,M,WHITE HISPANIC,982151,185171,40.674936335000041,-74.00756854399998
212640530,05/02/2020,19:50:00,QUEENS,114,0,,false,,,,18-24,M,WHITE HISPANIC,1009645,213978,40.753968462000046,-73.908341364999956
212640530,05/02/2020,19:50:00,QUEENS,114,0,,false,,,,25-44,M,WHITE HISPANIC,1009645,213978,40.753968462000046,-73.908341364999956
208899477,02/02/2020,15:55:00,BROOKLYN,84,0,,false,<18,M,BLACK,<18,M,BLACK,989365,190352,40.689155775000074,-73.98155743999996
213050796,05/13/2020,23:20:00,BROOKLYN,70,0,STORE UNCLASSIFIED,false,18-24,M,BLACK,25-44,M,BLACK,994482,175986,40.649719874000027,-73.963128026999982
213050796,05/13/2020,23:20:00,BROOKLYN,70,0,STORE UNCLASSIFIED,false,25-44,F,BLACK,25-44,M,BLACK,994482,175986,40.649719874000027,-73.963128026999982
210707459,03/08/2020,20:00:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1002041,186214,40.677781508000066,-73.935860414999979
213923359,06/06/2020,22:30:00,MANHATTAN,26,0,,false,18-24,M,BLACK,45-64,F,BLACK,997239,235952,40.814308168000025,-73.953076778999957
206909222,01/02/2020,04:10:00,BROOKLYN,67,0,,false,,,,25-44,M,BLACK,1001587,177886,40.654923901000075,-73.937518612999952
213772736,06/01/2020,23:30:00,BRONX,46,0,,false,,,,25-44,M,BLACK HISPANIC,1009699,248848,40.84967686300007,-73.908014298999944
213854003,06/04/2020,12:15:00,BROOKLYN,77,0,,false,,,,25-44,M,BLACK,1002792,185840,40.676753422000047,-73.933153900999969
207815721,01/11/2020,16:00:00,STATEN ISLAND,121,0,,false,<18,M,BLACK,18-24,M,BLACK,940372,170379,40.634227087000056,-74.158089493999967
209281505,02/09/2020,07:54:00,BRONX,41,0,,false,45-64,M,BLACK,UNKNOWN,M,WHITE HISPANIC,1013086,236614,40.81608766100004,-73.895824353999956
214694691,06/27/2020,03:05:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,1009317,183094,40.669200199000045,-73.90964022299994
213187657,05/17/2020,01:20:00,BROOKLYN,73,0,PVT HOUSE,false,,,,18-24,F,BLACK,1009357,177370,40.653488974000027,-73.909517344999983
212400207,04/25/2020,00:55:00,MANHATTAN,32,0,,false,,,,25-44,M,BLACK,1001250,237934,40.819741394000062,-73.938581433999957
212400207,04/25/2020,00:55:00,MANHATTAN,32,0,,true,,,,25-44,M,BLACK,1001250,237934,40.819741394000062,-73.938581433999957
212400207,04/25/2020,00:55:00,MANHATTAN,32,0,,false,,,,25-44,M,BLACK HISPANIC,1001250,237934,40.819741394000062,-73.938581433999957
212400207,04/25/2020,00:55:00,MANHATTAN,32,0,,true,,,,25-44,M,BLACK HISPANIC,1001250,237934,40.819741394000062,-73.938581433999957
214184463,06/14/2020,02:25:00,BRONX,44,0,,false,,,,25-44,M,BLACK,1004315,243965,40.836288335000063,-73.927489735999984
214467130,06/22/2020,20:39:00,BRONX,43,0,BAR/NIGHT CLUB,false,,,,25-44,M,BLACK,1018876,241924,40.830641297000057,-73.874879188999955
213522753,05/26/2020,00:18:00,BROOKLYN,77,0,,false,,,,25-44,M,BLACK,1002251,183677,40.67081759000007,-73.935110086999941
208072393,01/16/2020,19:55:00,BROOKLYN,73,0,,false,UNKNOWN,U,UNKNOWN,18-24,F,WHITE HISPANIC,1008228,183789,40.671110834000046,-73.91356336299998
214431178,06/21/2020,23:13:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,1008544,186799,40.679371743000047,-73.912413368999978
214214864,06/15/2020,12:18:00,BRONX,45,0,,false,,,,25-44,M,BLACK HISPANIC,1031254,246277,40.842531801000064,-73.830120443999988
209685239,02/17/2020,22:28:00,QUEENS,113,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,F,BLACK,1044553,188701,40.684420223000075,-73.782572113999947
210707460,03/08/2020,15:38:00,BROOKLYN,67,0,,false,,,,25-44,M,BLACK,1006807,175875,40.649392388000081,-73.918712382999956
211830549,04/07/2020,17:05:00,BROOKLYN,75,0,,false,,,,18-24,M,BLACK,1016409,178125,40.655538482000054,-73.884098792999964
213188081,05/16/2020,02:28:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,18-24,M,BLACK,1014551,184360,40.672658718000037,-73.89076708999994
208549976,01/26/2020,23:16:00,MANHATTAN,32,0,GROCERY/BODEGA,false,,,,25-44,M,BLACK,1000515,237599,40.818823297000051,-73.941237758999989
214467578,06/22/2020,01:34:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,1006600,238545,40.82140650100007,-73.919250168999952
207824248,01/13/2020,03:51:00,QUEENS,115,0,,false,25-44,M,BLACK,25-44,M,BLACK,1022705,215793,40.75890301700008,-73.861192609999989
207824248,01/13/2020,03:51:00,QUEENS,115,0,,true,25-44,M,BLACK,25-44,M,BLACK,1022705,215793,40.75890301700008,-73.861192609999989
207824248,01/13/2020,03:51:00,QUEENS,115,0,,false,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1022705,215793,40.75890301700008,-73.861192609999989
207824248,01/13/2020,03:51:00,QUEENS,115,0,,true,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1022705,215793,40.75890301700008,-73.861192609999989
207824248,01/13/2020,03:51:00,QUEENS,115,0,,false,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1022705,215793,40.75890301700008,-73.861192609999989
207824248,01/13/2020,03:51:00,QUEENS,115,0,,true,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1022705,215793,40.75890301700008,-73.861192609999989
207824248,01/13/2020,03:51:00,QUEENS,115,0,,false,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1022705,215793,40.75890301700008,-73.861192609999989
207824248,01/13/2020,03:51:00,QUEENS,115,0,,true,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1022705,215793,40.75890301700008,-73.861192609999989
213187659,05/15/2020,19:47:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,997242,193691,40.698312502000078,-73.953147595999951
213386283,05/21/2020,17:02:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,1009656,181287,40.664239422000037,-73.908425010999963
207815138,01/10/2020,03:38:00,MANHATTAN,30,0,,false,,,,25-44,M,ASIAN / PACIFIC ISLANDER,997234,239120,40.82300344500004,-73.953088712999943
208955529,02/03/2020,21:12:00,BRONX,47,0,,true,45-64,M,BLACK,25-44,M,BLACK,1024708,266922,40.899228355000048,-73.853654177999942
214468086,06/22/2020,22:50:00,BROOKLYN,71,0,,false,,,,18-24,F,BLACK,999349,180852,40.663069018000044,-73.945577758999946
214468086,06/22/2020,22:50:00,BROOKLYN,71,0,,false,,,,25-44,F,BLACK,999349,180852,40.663069018000044,-73.945577758999946
214468086,06/22/2020,22:50:00,BROOKLYN,71,0,,false,,,,25-44,M,BLACK,999349,180852,40.663069018000044,-73.945577758999946
213187658,05/15/2020,15:26:00,MANHATTAN,34,0,,false,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1003659,250199,40.853400299000043,-73.929842371999939
210789007,03/10/2020,00:45:00,MANHATTAN,32,0,,false,18-24,M,BLACK,18-24,M,BLACK,1001304,237165,40.817630602000065,-73.938388289999978
211362213,03/20/2020,21:27:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001586,189839,40.687732210000036,-73.93749147799997
214617014,06/26/2020,02:45:00,QUEENS,100,0,PVT HOUSE,false,25-44,F,BLACK,25-44,M,BLACK,1039878,156271,40.595437653000033,-73.799695672999974
210592236,03/05/2020,18:39:00,MANHATTAN,25,0,MULTI DWELL - APT BUILD,true,25-44,M,BLACK,25-44,M,BLACK,1001146,233195,40.806734361000053,-73.93896910899997
208008880,01/14/2020,16:57:00,QUEENS,102,0,,false,,,,25-44,M,BLACK,1025457,192749,40.695640535000052,-73.851399993999962
207571934,01/07/2020,16:43:00,BROOKLYN,67,0,,false,18-24,M,BLACK,<18,M,BLACK,999005,176940,40.652332016000059,-73.946826249999958
207571934,01/07/2020,16:43:00,BROOKLYN,67,0,,false,<18,M,BLACK,<18,M,BLACK,999005,176940,40.652332016000059,-73.946826249999958
214215425,06/15/2020,19:07:00,BROOKLYN,71,0,,false,,,,25-44,M,WHITE HISPANIC,995045,182822,40.668482524000069,-73.961088181999969
213188078,05/17/2020,10:11:00,BRONX,40,0,,false,25-44,F,BLACK,25-44,M,BLACK,1007580,235710,40.813622691000035,-73.915719253999953
213188085,05/16/2020,22:00:00,BRONX,42,0,,false,,,,25-44,M,BLACK,1011998,241978,40.830813798000065,-73.899732835999941
210461145,03/03/2020,12:23:00,BROOKLYN,70,0,,false,,,,18-24,M,BLACK,998409,171068,40.636215614000037,-73.948986483999988
212063774,04/15/2020,13:15:00,QUEENS,101,0,,true,,,,25-44,M,BLACK,1051729,159440,40.604053581000073,-73.756991036999977
214184460,06/14/2020,15:50:00,QUEENS,110,0,,false,45-64,M,BLACK,25-44,M,BLACK,1024384,207831,40.737041894000072,-73.855179541999973
214102398,06/11/2020,20:27:00,QUEENS,113,0,,false,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,BLACK,1041333,188264,40.683242112000073,-73.794185848999973
214102398,06/11/2020,20:27:00,QUEENS,113,0,,false,<18,M,BLACK,25-44,M,BLACK,1041333,188264,40.683242112000073,-73.794185848999973
214359651,06/18/2020,19:30:00,BROOKLYN,75,0,,false,,,,25-44,M,BLACK,1017687,174626,40.645929761000048,-73.879510167999968
214693797,06/27/2020,03:45:00,BRONX,44,0,,false,,,,18-24,M,BLACK HISPANIC,1010688,245851,40.841448077000052,-73.904451308999967
212727274,05/05/2020,21:54:00,MANHATTAN,32,0,MULTI DWELL - APT BUILD,false,,,,25-44,M,BLACK,1000367,236343,40.815376202000039,-73.941775482999958
214729487,06/29/2020,02:45:00,QUEENS,113,0,,false,,,,18-24,M,BLACK,1052844,189120,40.685509910000064,-73.752673854999955
214431183,06/20/2020,04:55:00,BRONX,48,0,MULTI DWELL - APT BUILD,false,,,,18-24,F,BLACK,1015742,247472,40.845880666000028,-73.886177944999986
214431183,06/20/2020,04:55:00,BRONX,48,0,MULTI DWELL - APT BUILD,false,,,,18-24,M,BLACK,1015742,247472,40.845880666000028,-73.886177944999986
214431183,06/20/2020,04:55:00,BRONX,48,0,MULTI DWELL - APT BUILD,false,,,,<18,F,WHITE HISPANIC,1015742,247472,40.845880666000028,-73.886177944999986
214431176,06/20/2020,02:05:00,BRONX,40,2,,false,,,,25-44,F,BLACK,1004776,234057,40.809092626000051,-73.925854061999985
213724259,05/30/2020,23:35:00,BROOKLYN,90,0,,false,,,,45-64,M,BLACK,1000697,197070,40.707581317000063,-73.940679367999962
212944539,05/11/2020,12:45:00,QUEENS,105,0,,false,,,,25-44,M,BLACK,1054702,182715,40.667915107000056,-73.746041501999969
210706802,03/06/2020,05:39:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,1008239,178971,40.657886467000026,-73.913540851999983
214615266,06/26/2020,04:20:00,BRONX,52,0,,false,,,,18-24,F,WHITE HISPANIC,1013734,254081,40.864027324000062,-73.893406510999966
214694695,06/27/2020,17:30:00,MANHATTAN,23,0,,false,25-44,M,BLACK,25-44,M,WHITE HISPANIC,999812,225719,40.786217222000062,-73.943805153999961
212726821,05/05/2020,17:29:00,BROOKLYN,61,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1000566,156826,40.597120566000058,-73.94124921699995
213283577,05/19/2020,02:15:00,BRONX,47,0,GROCERY/BODEGA,false,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1025864,261342,40.883907664000048,-73.849507304999975
213283577,05/19/2020,02:15:00,BRONX,47,0,GROCERY/BODEGA,false,45-64,M,BLACK HISPANIC,25-44,M,BLACK,1025864,261342,40.883907664000048,-73.849507304999975
214513456,06/23/2020,23:38:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,999113,214335,40.754972311000074,-73.946354502999952
212676557,05/04/2020,21:59:00,BROOKLYN,67,0,,false,,,,18-24,M,BLACK,1003869,176481,40.651062722000063,-73.929298337999967
212676557,05/04/2020,21:59:00,BROOKLYN,67,0,,false,,,,25-44,M,BLACK,1003869,176481,40.651062722000063,-73.929298337999967
214102397,06/11/2020,20:49:00,BROOKLYN,63,0,PVT HOUSE,false,,,,25-44,M,WHITE,1010638,162331,40.612206398000069,-73.904959505999955
210758101,03/09/2020,00:10:00,BROOKLYN,72,0,,false,18-24,M,BLACK,18-24,M,WHITE HISPANIC,981063,173898,40.643994100000043,-74.011485558999937
214359654,06/18/2020,22:30:00,BROOKLYN,83,0,,false,25-44,M,BLACK,25-44,M,BLACK,1007103,189971,40.688081995000061,-73.917597899999976
214312112,06/17/2020,03:21:00,QUEENS,103,0,PVT HOUSE,false,,,,25-44,M,BLACK,1038668,192318,40.69438617000003,-73.803761860999941
206909664,01/02/2020,19:30:00,BROOKLYN,72,0,,false,25-44,M,WHITE HISPANIC,18-24,F,WHITE,977602,173294,40.642334327000071,-74.023956418999944
213943825,06/07/2020,13:40:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,1005740,182009,40.666231521000043,-73.922538000999964
214184461,06/14/2020,14:05:00,BROOKLYN,71,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,25-44,M,BLACK,1002882,181672,40.665313006000076,-73.932840952999982
214467579,06/22/2020,03:00:00,BRONX,40,0,,false,,,,45-64,F,BLACK,1010325,237183,40.817657987000075,-73.905796922999969
214467579,06/22/2020,03:00:00,BRONX,40,0,,false,,,,45-64,M,BLACK,1010325,237183,40.817657987000075,-73.905796922999969
214104572,06/12/2020,01:45:00,BRONX,47,0,,false,,,,25-44,M,BLACK,1021707,259544,40.878991341000074,-73.864550836999967
208187330,01/18/2020,01:00:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,BLACK,1011057,240448,40.826617293000027,-73.903139290999945
214184455,06/13/2020,00:35:00,BRONX,44,0,,false,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1005000,238878,40.822324395000066,-73.925029987999949
214513028,06/23/2020,18:18:00,BRONX,48,0,CANDY STORE,false,25-44,M,BLACK,25-44,M,BLACK,1016598,249443,40.851287381000077,-73.883074545999989
207868257,01/13/2020,13:52:00,BRONX,42,0,,false,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1011628,240275,40.826140706000047,-73.901076794999938
207868257,01/13/2020,13:52:00,BRONX,42,0,,false,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1011628,240275,40.826140706000047,-73.901076794999938
212169711,04/18/2020,00:57:00,BRONX,48,0,,true,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1014546,245736,40.841120042000057,-73.890508560999933
212169711,04/18/2020,00:57:00,BRONX,48,0,,true,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1014546,245736,40.841120042000057,-73.890508560999933
212169711,04/18/2020,00:57:00,BRONX,48,0,,true,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1014546,245736,40.841120042000057,-73.890508560999933
208530038,01/24/2020,14:48:00,BROOKLYN,90,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1001438,194908,40.701645727000027,-73.938012200999935
213724262,05/30/2020,23:08:00,BROOKLYN,63,0,,false,,,,25-44,M,BLACK,999751,168628,40.629516084000045,-73.94415685499996
213471606,05/24/2020,23:30:00,BRONX,46,0,,false,,,,25-44,F,WHITE HISPANIC,1011143,252027,40.858397988000036,-73.902782112999944
211958003,04/11/2020,22:50:00,BROOKLYN,69,0,,false,,,,25-44,M,BLACK,1008592,172971,40.641416810000067,-73.91229022999994
211362504,03/21/2020,01:08:00,BRONX,46,0,,false,,,,25-44,M,BLACK HISPANIC,1009120,247786,40.846763637000038,-73.91011107099996
213188083,05/16/2020,02:26:00,QUEENS,113,0,,false,,,,<18,M,BLACK,1043056,190627,40.689716709000038,-73.78795288699996
207701108,01/09/2020,03:34:00,MANHATTAN,9,0,,true,25-44,M,BLACK,25-44,M,BLACK,988875,203909,40.726366811000048,-73.983315003999962
214574798,06/25/2020,03:12:00,BROOKLYN,63,0,PVT HOUSE,false,,,,25-44,F,BLACK,1005120,167717,40.627004560000046,-73.924817083999983
213921488,06/05/2020,15:55:00,BRONX,46,0,,false,,,,25-44,M,BLACK,1011536,251248,40.856258661000027,-73.901364573999956
213779570,06/02/2020,21:17:00,BROOKLYN,77,0,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,45-64,M,BLACK,1004448,185438,40.675646399000073,-73.927184903999944
214184462,06/13/2020,12:55:00,BRONX,46,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK HISPANIC,1005623,248047,40.847489162000045,-73.922749824999983
213748381,06/01/2020,14:33:00,QUEENS,113,0,,false,,,,18-24,M,BLACK,1051165,185567,40.675770619000048,-73.758763029999955
213748381,06/01/2020,14:33:00,QUEENS,113,0,,true,,,,18-24,M,BLACK,1051165,185567,40.675770619000048,-73.758763029999955
213748381,06/01/2020,14:33:00,QUEENS,113,0,,false,,,,25-44,M,BLACK,1051165,185567,40.675770619000048,-73.758763029999955
213748381,06/01/2020,14:33:00,QUEENS,113,0,,true,,,,25-44,M,BLACK,1051165,185567,40.675770619000048,-73.758763029999955
214561879,06/24/2020,22:46:00,BRONX,46,0,MULTI DWELL - APT BUILD,false,,,,25-44,M,BLACK,1009701,249613,40.851776555000072,-73.908004165999955
209808543,02/19/2020,20:24:00,QUEENS,101,0,,false,25-44,M,BLACK,18-24,F,BLACK,1051960,160392,40.606664855000076,-73.756149602999983
209808543,02/19/2020,20:24:00,QUEENS,101,0,,false,25-44,M,BLACK,25-44,M,BLACK,1051960,160392,40.606664855000076,-73.756149602999983
208187328,01/19/2020,23:30:00,BRONX,46,0,,true,25-44,F,WHITE HISPANIC,18-24,M,BLACK,1011539,251548,40.857082062000075,-73.901352507999945
208187328,01/19/2020,23:30:00,BRONX,46,0,,true,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1011539,251548,40.857082062000075,-73.901352507999945
211767422,04/04/2020,18:15:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,999888,193014,40.69645001400005,-73.943606736999982
209281498,02/07/2020,22:50:00,BROOKLYN,75,0,,false,25-44,M,BLACK,25-44,F,BLACK,1013878,184468,40.672957431000043,-73.893192760999966
212558134,04/30/2020,23:36:00,QUEENS,101,0,GROCERY/BODEGA,false,,,,25-44,M,BLACK,1044122,155673,40.593768616000034,-73.784419199999945
214693798,06/27/2020,04:00:00,MANHATTAN,25,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1002864,230116,40.798279899000079,-73.932771824999975
214214866,06/15/2020,12:51:00,STATEN ISLAND,122,0,,false,,,,45-64,M,WHITE,959956,152172,40.584327988000041,-74.08746486299998
212426782,04/27/2020,19:30:00,BRONX,44,0,MULTI DWELL - APT BUILD,false,,,,25-44,M,WHITE HISPANIC,1007801,245976,40.841799335000076,-73.914884830999938
213748380,06/01/2020,20:15:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,false,45-64,M,BLACK,25-44,M,WHITE HISPANIC,997242,193691,40.698312502000078,-73.953147595999951
209404273,02/11/2020,18:07:00,BROOKLYN,63,2,MULTI DWELL - PUBLIC HOUS,true,,,,18-24,M,BLACK,1006538,170247,40.633945420000032,-73.919700373999945
213922505,06/05/2020,19:35:00,BROOKLYN,72,0,,false,,,,18-24,M,BLACK HISPANIC,981801,172316,40.639652084000033,-74.008825656999988
209747702,02/18/2020,22:25:00,STATEN ISLAND,120,0,PVT HOUSE,false,25-44,M,BLACK,25-44,M,BLACK,950543,170917,40.635748327000044,-74.121447137999951
209747702,02/18/2020,22:25:00,STATEN ISLAND,120,0,PVT HOUSE,false,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,950543,170917,40.635748327000044,-74.121447137999951
207815719,01/12/2020,15:20:00,MANHATTAN,28,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,997875,230878,40.800380481000047,-73.950789432999954
211790146,04/06/2020,21:53:00,BROOKLYN,75,0,,false,25-44,M,BLACK,25-44,M,BLACK,1015238,180730,40.662692805000063,-73.888307159999954
213335681,05/20/2020,16:40:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK HISPANIC,25-44,M,WHITE,1009821,236559,40.815946755000027,-73.907620164999969
213386282,05/21/2020,01:09:00,MANHATTAN,28,0,,false,,,,18-24,M,BLACK,997911,232850,40.805793025000071,-73.950655392999977
209281502,02/08/2020,20:28:00,BRONX,41,0,,false,45-64,M,BLACK,UNKNOWN,M,WHITE,1013775,238190,40.820411060000026,-73.893328241999939
210461144,03/03/2020,21:27:00,MANHATTAN,23,0,,false,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,999433,227426,40.790903138000033,-73.945169910999937
214608420,06/26/2020,00:20:00,BRONX,48,0,,false,,,,25-44,M,BLACK,1013815,251744,40.857612694000068,-73.893123976999959
208532945,01/25/2020,10:30:00,BRONX,41,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1014791,239916,40.82514498300003,-73.889649603999942
209974085,02/21/2020,22:10:00,QUEENS,109,0,,false,,,,25-44,M,UNKNOWN,1036042,213906,40.753655629000036,-73.813065456999936
212170020,04/19/2020,14:50:00,BROOKLYN,73,0,,true,,,,25-44,M,BLACK,1009004,180575,40.662286987000073,-73.910777769999982
213121382,05/15/2020,08:33:00,MANHATTAN,1,0,,false,25-44,F,BLACK HISPANIC,25-44,M,BLACK,982600,196931,40.707214924000027,-74.005952736999973
210338030,03/01/2020,19:15:00,BRONX,48,0,,false,,,,18-24,M,BLACK,1015283,247424,40.845750546000033,-73.887837157999968
212903273,05/09/2020,19:23:00,MANHATTAN,28,0,,false,25-44,M,BLACK,25-44,M,BLACK,996343,231877,40.80312469200004,-73.956321049999985
212640532,05/02/2020,21:55:00,MANHATTAN,28,0,,false,,,,25-44,M,BLACK,996204,232575,40.805040700000063,-73.956821880999939
213923358,06/06/2020,21:00:00,BRONX,47,0,,false,,,,18-24,M,BLACK,1025754,268697,40.904095295000047,-73.849859522999964
212516310,04/29/2020,13:40:00,BROOKLYN,67,0,,false,,,,18-24,M,BLACK,1006900,177701,40.654404122000074,-73.918371105999938
212516310,04/29/2020,13:40:00,BROOKLYN,67,0,,false,,,,25-44,M,BLACK,1006900,177701,40.654404122000074,-73.918371105999938
214693785,06/27/2020,02:00:00,BRONX,44,0,,false,,,,25-44,M,BLACK,1006769,241999,40.830886316000033,-73.918627974999936
214467131,06/22/2020,02:27:00,BRONX,42,0,MULTI DWELL - APT BUILD,false,,,,25-44,M,BLACK,1013251,243005,40.833628590000046,-73.895200628999987
214467131,06/22/2020,02:27:00,BRONX,42,0,MULTI DWELL - APT BUILD,false,,,,25-44,M,BLACK HISPANIC,1013251,243005,40.833628590000046,-73.895200628999987
210721533,03/09/2020,09:15:00,BROOKLYN,75,0,,true,45-64,M,BLACK,25-44,F,BLACK,1017081,174596,40.64584968500003,-73.881694050999954
214432034,06/20/2020,05:45:00,BROOKLYN,77,0,PVT HOUSE,false,,,,25-44,M,BLACK,1001639,185922,40.676980833000073,-73.937310478999962
212250653,04/22/2020,01:06:00,BRONX,46,0,,false,45-64,M,BLACK,25-44,M,BLACK,1009028,247973,40.847277155000029,-73.910442905999957
214184454,06/12/2020,22:15:00,QUEENS,105,0,PVT HOUSE,false,,,,45-64,M,BLACK,1049321,181687,40.665134669000054,-73.765448341999956
212824098,05/07/2020,22:10:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,true,18-24,M,BLACK,45-64,M,BLACK,1010869,183398,40.67003008100005,-73.90404439699995
209747701,02/17/2020,23:56:00,QUEENS,113,0,,false,45-64,M,BLACK,25-44,M,BLACK,1051317,192150,40.693838234000054,-73.758149525999954
213724258,05/30/2020,23:27:00,MANHATTAN,33,0,,false,,,,25-44,M,WHITE HISPANIC,1002119,246967,40.844532665000031,-73.935417728999937
213858244,06/05/2020,00:07:00,BRONX,48,0,,true,18-24,M,BLACK,18-24,M,BLACK,1016042,249486,40.851407424000058,-73.885084087999985
213188080,05/16/2020,00:45:00,BROOKLYN,67,0,,false,,,,18-24,M,BLACK,997102,172326,40.639670548000026,-73.953693215999976
209640335,02/14/2020,16:32:00,BROOKLYN,71,0,,false,,,,<18,M,BLACK,997457,181411,40.664606373000026,-73.952396292999936
211896337,04/09/2020,14:56:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,UNKNOWN,1002577,221583,40.774859697000068,-73.933831683999983
